energy zenith azimuth antennas alpha Xmax srad muons target
1.19473e+18 46.3606 53.069 6 27.4735 681.59 3.81608e+06 1.46942 0
4.78465e+17 53.0742 297.275 34 77.7162 716.399 2.36412e+06 0.605071 0
5.78655e+17 41.7733 227.133 6 88.578 710.93 2.56657e+06 0.75338 0
3.80791e+17 20.8713 300.281 5 71.4517 716.249 1.23459e+06 0.4399 0
3.25059e+17 44.9809 347.58 5 71.7008 748.779 1.07846e+06 0.363677 0
3.45799e+17 54.3964 223.994 33 81.8031 672.095 1.38805e+06 0.402772 0
5.58073e+17 35.7091 242.225 5 87.0566 651.211 3.09879e+06 0.876403 0
7.72792e+17 44.2077 152.915 6 49.0518 740.373 3.21314e+06 0.743309 0
1.33763e+18 48.9976 10.596 6 58.2577 738.119 1.29916e+07 0.908914 0
2.40207e+17 49.5703 293.729 14 79.8188 682.121 595272 0.360443 0
1.91015e+18 45.763 162.151 8 55.8558 716.459 2.15138e+07 2.06608 0
3.15723e+17 43.6214 182.8 16 68.0206 690.46 890697 0.377616 0
4.07494e+17 46.3245 175.886 8 64.7978 681.156 1.52089e+06 0.537662 0
3.39737e+17 44.2968 233.136 21 86.9502 677.112 1.19617e+06 0.286711 0
3.01457e+17 42.3046 230.939 8 89.96 696.265 581952 0.520155 0
1.98543e+17 27.4638 270.712 6 81.6476 671.139 227182 0.270319 0
2.31961e+17 41.4102 278.342 7 85.5852 686.196 529634 0.40989 0
6.86471e+17 54.1441 3.3374 5 65.7756 711.289 3.07949e+06 0.683286 0
2.2802e+17 42.9443 280.616 11 82.7861 703.314 400450 0.248033 0
4.80028e+17 43.1768 27.727 14 45.1266 685.85 1.05318e+06 0.651148 0
2.09956e+17 44.4084 246.384 12 82.9847 700.192 295643 0.271314 0
5.67556e+17 43.1829 347.964 24 70.6864 665.674 2.56979e+06 0.517764 0
8.67802e+17 48.8938 133.931 8 36.154 692.209 3.22011e+06 0.790253 0
6.06279e+17 49.3553 162.529 7 56.9688 701.373 3.57655e+06 0.614173 0
1.12324e+18 40.6112 342.768 5 71.3818 697.274 8.59598e+06 1.58778 0
5.88324e+17 50.6858 271.837 8 75.6715 720.92 3.88083e+06 0.48547 0
7.73262e+17 50.0174 146.562 6 45.7353 710.611 3.89381e+06 1.02978 0
1.0079e+18 49.2382 264.567 22 76.4317 744.541 9.64384e+06 1.0966 0
6.21988e+17 54.6989 265.399 12 71.4538 656.107 3.49587e+06 0.828565 0
8.31489e+17 46.9291 250.541 5 80.6619 752.779 5.85236e+06 0.938326 0
2.08251e+17 47.1886 239.98 18 81.9634 651.846 356277 0.259521 0
2.61985e+17 42.6816 276.565 19 83.0739 700.484 665964 0.326336 0
3.18137e+17 44.0923 301.515 18 86.8173 675.656 682456 0.455252 0
7.27511e+17 44.7704 248.35 7 83.2563 702.622 4.72291e+06 1.01199 0
6.33488e+17 45.8795 340.671 7 76.1451 738.15 3.6661e+06 0.737824 0
1.68633e+18 38.1976 40.043 7 37.0745 715.03 7.12106e+06 1.81736 0
2.69843e+17 41.0497 178.668 10 64.81 682.273 571725 0.479338 0
1.28137e+17 29.8176 318.397 8 75.6669 647.026 193204 0.137067 0
7.4626e+17 52.7579 173.704 7 66.3189 801.141 4.52654e+06 1.05252 0
3.57087e+17 44.4936 14.039 5 54.8521 741.904 908724 0.444767 0
6.59221e+17 39.1817 326.088 5 79.2673 725.694 3.5338e+06 0.877947 0
2.70228e+17 46.4014 16.039 10 54.2654 725.703 448378 0.456302 0
1.5348e+18 44.0543 359.053 8 64.2401 736.675 1.81976e+07 2.04704 0
2.13869e+17 48.5979 221.701 21 87.4886 690.989 425744 0.219643 0
5.20349e+17 51.7445 243.281 10 77.6339 716.063 2.77617e+06 0.529602 0
3.34166e+17 44.2343 292.954 25 84.4376 636.744 1.00487e+06 0.498508 0
3.98672e+17 46.6499 197.508 9 78.686 685.038 1.83011e+06 0.422507 0
9.87837e+17 54.5712 357.981 7 69.7169 787.656 8.64332e+06 1.01409 0
2.63788e+17 48.3994 340.284 6 78.2745 686.801 584841 0.327705 0
7.60244e+17 54.3891 218.33 5 85.1593 737.107 5.96688e+06 0.800622 0
3.66929e+17 47.0083 301.212 23 84.4641 711.236 1.1218e+06 0.376923 0
1.23439e+18 50.5202 0.812798 8 66.2087 717.07 1.414e+07 0.984705 0
4.7575e+17 43.035 159.174 6 52.7236 661.863 1.53495e+06 0.606029 0
1.3639e+18 49.0057 345.357 8 75.1046 785.844 1.43247e+07 1.73294 0
7.12391e+17 50.1161 181.006 5 69.9698 711.972 4.62353e+06 0.925839 0
3.115e+17 43.5735 194.789 8 75.5033 690.199 994313 0.432594 0
7.03284e+17 49.837 197.27 10 79.9244 686.607 5.6604e+06 0.782933 0
6.6119e+17 44.0822 295.396 5 85.4172 716.505 3.4155e+06 0.654015 0
4.66107e+17 53.2516 257.223 8 73.536 862.163 1.70652e+06 0.740393 0
1.86781e+17 21.4219 221.781 5 70.6291 697.322 287523 0.163902 0
2.38451e+17 42.6115 237.333 12 86.8452 700.504 255234 0.387437 0
2.9741e+17 40.5363 331.396 8 78.0529 616.587 703117 0.43729 0
5.37815e+17 52.0576 193.845 6 79.3394 720.904 3.09194e+06 0.470614 0
4.77374e+17 54.153 169.632 24 64.5897 711.261 2.28335e+06 0.550451 0
3.19193e+17 52.3207 250.145 7 76.0051 725.537 890888 0.611392 0
5.5982e+17 54.5105 29.711 23 45.8569 674.325 2.10618e+06 0.871591 0
4.43178e+17 41.0802 254.1 14 85.2577 682.343 1.59286e+06 0.680636 0
6.95848e+17 49.4425 214.027 24 89.0769 681.353 4.64724e+06 0.974736 0
4.06296e+17 49.7024 221.392 6 87.4706 682.454 1.68704e+06 0.440703 0
4.82309e+17 50.2094 175.197 7 66.2098 691.306 2.14355e+06 0.51004 0
2.54609e+17 53.2674 311.114 13 82.3353 676.334 440384 0.468751 0
3.33303e+17 20.5824 315.291 5 69.0025 656.481 766480 0.302403 0
9.01066e+17 46.5127 283.047 5 79.959 726.275 5.48614e+06 1.42232 0
4.36545e+17 53.1044 285.055 7 74.7828 692.671 2.09888e+06 0.63953 0
3.52642e+17 47.3349 324.489 5 86.0154 736.3 1.17776e+06 0.455789 0
2.19832e+17 51.3689 282.701 24 75.7105 688.077 446608 0.392997 0
2.9206e+17 44.3333 175.098 5 63.8794 677.104 890126 0.588894 0
3.02287e+17 47.6503 297.005 6 82.8085 676.663 982195 0.281873 0
2.70777e+17 16.0013 266.635 7 70.8555 696.428 400003 0.315801 0
2.45214e+17 28.702 268.607 11 83.3726 720.763 400774 0.42383 0
1.38618e+18 53.1974 273.899 8 72.6725 716.295 2.21614e+07 1.55619 0
1.91584e+17 41.5335 291.616 15 86.164 667.552 267573 0.186698 0
2.01601e+17 12.337 242.063 5 65.296 684.097 189428 0.110335 0
1.13568e+18 47.1478 231.088 7 85.7459 732.427 1.57289e+07 1.05303 0
2.64354e+17 43.0809 292.441 19 85.2945 643.335 647404 0.37616 0
3.9764e+17 47.72 271.253 8 78.3891 677.636 1.8178e+06 0.580906 0
1.1187e+18 48.1538 230.383 5 85.1694 726.53 1.33991e+07 1.09505 0
1.57367e+17 45.5412 257.961 6 81.1481 756.752 218400 0.22049 0
7.59902e+17 53.2607 44.049 5 35.0424 811.624 2.32693e+06 0.85106 0
2.83023e+17 24.7331 175.651 8 57.1076 716.162 485794 0.408235 0
4.94051e+17 40.5872 172.482 8 61.2286 810.213 1.18969e+06 0.525177 0
8.31017e+17 32.6043 155.486 5 48.7061 728.044 3.92171e+06 0.980121 0
2.95308e+17 48.8669 268.683 6 77.1878 760.619 813372 0.218314 0
1.49858e+18 52.9285 308.507 8 82.5016 711.936 2.23828e+07 1.5491 0
2.99491e+17 48.4661 236.847 8 82.6431 646.448 946756 0.371811 0
3.83047e+17 51.4392 256.377 27 75.0206 711.102 1.23338e+06 0.49348 0
5.07646e+17 45.9333 240.12 6 84.3318 676.066 2.75733e+06 0.537696 0
1.63977e+17 31.685 259.564 6 86.7617 721.94 225714 0.146826 0
4.93226e+17 46.4287 283.302 6 81.0737 841.14 1.54688e+06 0.41914 0
4.01744e+17 50.1814 217.688 7 89.0367 691.046 1.60736e+06 0.640166 0
4.81141e+17 47.3802 288.592 7 80.8857 672.498 2.68487e+06 0.292844 0
5.74781e+17 41.367 177.536 6 63.4345 706.564 2.3418e+06 0.895323 0
2.75936e+17 43.3211 291.712 6 85.4211 706.742 664580 0.343635 0
4.00869e+17 52.8316 315.57 33 85.3605 690.579 1.65004e+06 0.6168 0
7.18997e+17 48.8747 202.777 11 83.3005 738.002 5.39632e+06 0.701201 0
4.63641e+17 54.8342 310.244 24 81.6365 770.99 2.09503e+06 0.692644 0
6.11601e+17 40.6307 285.853 7 87.0041 676.377 3.24496e+06 1.07673 0
5.43687e+17 53.6524 187.282 7 76.1864 701.537 3.48664e+06 0.405993 0
3.57857e+17 12.8472 237.535 5 65.4592 685.848 840208 0.398117 0
5.43761e+17 46.2896 281.53 6 80.9355 767.617 2.70124e+06 0.587538 0
1.9911e+17 38.5128 250.679 7 87.6712 697.476 234432 0.27851 0
6.84133e+17 50.1485 275.901 28 75.6131 692.103 3.77178e+06 0.847214 0
8.42719e+17 49.7063 329.039 10 85.3501 682.872 6.93846e+06 1.0549 0
6.33076e+17 45.4855 187.453 17 72.187 631.437 3.35418e+06 0.684144 0
2.62113e+18 53.633 164.752 9 60.2631 746.272 6.99541e+07 2.21601 0
1.63809e+18 53.9123 229.911 39 79.7226 752.436 2.90516e+07 1.456 0
1.32756e+18 49.717 299.9 5 81.1066 751.175 1.71401e+07 1.30052 0
5.44406e+17 51.7637 323.953 9 89.8393 715.887 3.75223e+06 0.610055 0
3.10499e+17 45.6072 254.917 15 80.9679 611.94 676783 0.464673 0
1.44508e+17 43.2788 231.929 6 87.7848 707.206 214031 0.247792 0
3.04037e+17 45.0262 310.019 19 89.2391 686.619 761278 0.457415 0
1.87858e+17 24.4375 185.185 9 60.6548 654.548 235168 0.232878 0
4.82182e+17 52.1979 284.879 9 75.6435 657.016 2.70937e+06 0.402478 0
5.68345e+17 42.8522 150.594 5 47.0713 701.13 1.93319e+06 0.631871 0
2.97118e+17 44.8275 277.241 5 81.757 683.236 949477 0.384707 0
6.52419e+17 37.0065 16.956 9 51.0609 663.882 4.12825e+06 0.46638 0
7.44963e+17 54.0029 241.754 8 76.462 826.551 5.05367e+06 0.747465 0
2.29333e+17 45.9585 220.754 24 89.971 636.592 404540 0.313166 0
9.35661e+17 52.0625 188.659 10 76.1063 719.725 9.18863e+06 1.00627 0
1.15498e+18 42.6037 119.259 5 26.0649 786.044 2.57113e+06 1.27252 0
9.87799e+17 46.8685 178.941 5 67.5945 707.259 7.98823e+06 1.26461 0
2.20248e+18 29.0559 101.888 10 27.0484 702.04 1.33204e+07 2.07995 0
3.77716e+17 48.9427 253.131 25 78.0883 672.798 1.47951e+06 0.477241 0
1.91643e+17 41.9374 322.133 10 83.0419 631.147 368956 0.358954 0
5.282e+17 41.1463 249.238 5 85.9808 661.803 2.94944e+06 0.494061 0
4.28872e+17 43.7724 300.906 5 87.8848 671.443 1.6202e+06 0.60298 0
1.42942e+17 42.8996 224.289 8 88.0972 641.542 137712 0.367747 0
5.07817e+17 53.8899 316.249 37 84.8321 706.545 2.62681e+06 0.431449 0
2.12532e+17 43.0586 325.491 13 82.4017 705.154 495844 0.275195 0
1.2731e+18 34.4961 348.135 8 66.3063 745.937 1.40917e+07 1.10626 0
3.04786e+17 51.2819 223.124 6 84.8433 664.206 1.58393e+06 0.271536 0
6.91829e+17 50.1986 190.454 9 76.1599 691.466 4.83382e+06 0.657454 0
4.68935e+17 35.0964 5.7045 8 57.6786 667.11 2.02906e+06 0.518918 0
2.69069e+17 50.2587 150.996 18 49.3331 692.577 494458 0.449727 0
3.48478e+17 41.852 179.187 9 65.3931 670.467 888981 0.64116 0
3.84274e+17 53.6568 218.822 25 84.7323 747.609 1.653e+06 0.413985 0
5.36268e+17 52.0975 159.958 11 56.4061 766.553 2.33079e+06 0.624913 0
2.87722e+17 42.1095 258.812 6 84.2775 632.04 736965 0.3985 0
3.55127e+17 45.8971 304.333 6 86.5659 695.744 1.05223e+06 0.318838 0
4.11794e+17 54.5355 235.851 16 76.7111 741.447 1.65152e+06 0.358977 0
1.16372e+18 43.8757 339.92 7 75.4501 671.701 1.30451e+07 1.30756 0
2.85114e+17 32.4471 284.061 16 86.2135 646.509 872553 0.410941 0
4.86268e+17 24.1195 304.976 6 74.5924 616.115 2.40779e+06 0.848676 0
4.59763e+17 49.6387 292.663 8 79.8617 705.34 2.6691e+06 0.36802 0
4.97386e+17 46.4479 249.187 7 81.5891 621.648 2.5376e+06 0.631725 0
2.853e+17 45.6604 266.515 5 80.5397 671.791 904995 0.350215 0
1.00466e+18 36.6481 198.707 11 72.0276 766.212 6.03541e+06 1.15817 0
7.8344e+17 48.8609 192.751 13 76.5608 692.754 6.73808e+06 0.911925 0
6.87153e+17 53.3698 306.54 6 81.3476 765.289 4.91285e+06 0.722774 0
4.05313e+17 30.6923 149.065 5 45.6346 712.638 1.53323e+06 0.32874 0
8.4292e+17 51.7964 159.412 33 56.3535 672.888 5.2821e+06 0.828438 0
3.00308e+17 33.9012 186.566 5 66.0196 783.428 649793 0.341309 0
7.11669e+17 47.5918 314.095 6 88.9862 696.1 5.38692e+06 0.839176 0
2.22303e+18 53.9705 123.563 5 29.1514 902.082 1.30845e+07 2.30725 0
3.86503e+17 49.399 148.183 5 46.9142 701.41 754431 0.450766 0
6.55007e+17 41.0444 276.455 7 85.5821 721.862 2.56296e+06 0.810911 0
1.00947e+18 43.5691 16.752 5 52.5757 708.001 6.6328e+06 1.17185 0
5.11299e+17 45.7576 272.871 6 80.1434 781.096 2.62333e+06 0.451638 0
2.02496e+18 48.8706 340.516 6 77.558 735.886 4.55811e+07 1.88252 0
3.5267e+17 51.7137 301.715 7 80.6553 651.347 1.06892e+06 0.582102 0
2.96924e+17 50.4889 231.517 12 82.8599 653.329 948044 0.52462 0
2.55486e+17 31.2349 199.854 7 69.8389 656.891 588424 0.340387 0
3.69503e+17 52.3879 270.779 24 72.9293 796.445 937154 0.518077 0
2.22276e+17 42.9878 193.383 13 74.1979 702.438 389926 0.433925 0
4.33304e+17 44.3086 215.146 14 85.37 697.301 1.61342e+06 0.634077 0
4.47767e+17 48.7366 6.4474 6 61.0795 690.961 1.74644e+06 0.409822 0
2.35514e+17 44.2999 228.423 17 88.2652 656.32 571123 0.293278 0
2.53728e+18 22.7658 190.932 5 61.7399 683.342 4.83333e+07 3.0006 0
1.56795e+17 44.1875 226.365 15 89.2882 656.241 224656 0.348683 0
3.53334e+17 52.032 264.652 30 73.7795 720.818 1.36981e+06 0.134797 0
2.84989e+17 48.8663 247.251 8 79.7015 692.433 780135 0.401563 0
9.38942e+17 48.8888 167.344 5 60.5073 693.17 7.29934e+06 0.860233 0
2.66804e+17 43.6546 237.748 6 86.7762 755.954 441310 0.582186 0
5.53811e+17 47.5659 254.843 5 79.612 717.811 2.88144e+06 0.917829 0
2.04809e+17 48.9352 257.844 5 77.0553 695.436 493634 0.206098 0
3.33308e+17 45.7054 323.237 7 86.3434 653.048 1.09928e+06 0.476287 0
2.02403e+17 30.8366 196.898 6 68.4804 673.328 296768 0.236542 0
8.67633e+17 34.7755 323.879 8 76.9398 705.774 7.40898e+06 0.844766 0
2.30929e+17 20.7613 342.296 5 62.2417 695.47 349101 0.257454 0
2.78774e+17 51.7752 12.385 20 58.3649 631.798 730142 0.282419 0
2.39462e+17 47.6138 255.331 24 78.6929 720.898 642031 0.0936361 0
5.59441e+17 52.1106 212.477 29 89.5209 721.327 3.24356e+06 0.648589 0
2.10267e+17 45.7822 224.637 18 88.7723 696.025 548470 0.0884919 0
7.52904e+17 23.8176 187.42 5 61.5584 690.863 3.33092e+06 0.806357 0
2.42901e+17 50.4905 243.234 5 78.5651 632.306 651786 0.370643 0
1.14385e+18 33.6882 38.793 8 38.4257 760.184 7.03706e+06 1.0866 0
5.61463e+17 44.6517 246.508 24 83.1498 723.898 2.72115e+06 0.598851 0
1.01313e+18 53.0982 226.924 9 82.0507 692.607 1.03608e+07 1.24441 0
4.45583e+17 53.5861 283.726 8 73.924 746.598 1.8626e+06 0.480456 0
2.46454e+17 49.6778 269.313 21 75.8384 706.573 551382 0.326017 0
3.38285e+17 49.8407 257.585 7 77.0532 686.451 1.27936e+06 0.466363 0
4.69697e+17 48.9678 347.968 8 73.5681 652.624 2.54108e+06 0.599283 0
2.31663e+18 39.27 328.329 5 78.3693 770.676 4.017e+07 1.04388 0
9.79478e+17 35.5511 245.853 5 87.8272 651.051 9.10267e+06 1.06372 0
7.16284e+17 46.9318 21.613 5 50.0464 687.128 3.59052e+06 0.675346 0
1.63338e+17 22.3792 237.472 7 73.88 722.969 263639 0.072473 0
6.33009e+17 44.4912 259.18 5 82.0815 657.884 4.47109e+06 0.814848 0
5.56668e+17 46.1732 247.059 9 82.5051 721.144 2.72499e+06 0.846986 0
3.56683e+17 51.123 169.751 27 63.4326 663.57 962975 0.580514 0
4.84309e+17 51.4071 279.348 13 75.5796 666.163 2.51009e+06 0.685975 0
3.8679e+17 46.6694 299.557 6 84.6999 662.76 1.58203e+06 0.564347 0
2.10046e+17 48.4581 215.684 16 89.4219 777.213 296875 0.443125 0
4.78388e+17 51.3567 252.228 9 75.7809 666.118 2.60448e+06 0.697288 0
2.66979e+17 52.2122 310.767 24 83.2725 680.432 805193 0.332092 0
4.98048e+17 53.1535 222.81 6 84.1947 736.398 3.28601e+06 0.298983 0
2.4903e+17 45.3668 163.725 20 56.4271 648.703 449298 0.394888 0
5.28902e+17 50.995 161.658 8 56.87 681.489 2.1338e+06 0.526213 0
1.6315e+18 29.7571 345.668 5 64.7589 706.327 2.16899e+07 1.74439 0
9.45428e+17 52.9719 349.006 9 76.1655 807.31 6.99229e+06 1.16497 0
6.90336e+17 52.2375 293.515 28 77.1411 746.105 4.06496e+06 0.790545 0
2.11206e+17 40.0385 291.464 11 87.5174 671.725 318502 0.249051 0
1.98074e+17 48.2184 230.395 20 84.2332 796.47 267626 0.21953 0
2.93161e+17 44.4126 303.417 6 87.279 720.812 853178 0.337003 0
3.0116e+17 51.0037 212.228 6 89.0372 661.178 882766 0.612192 0
8.65145e+17 51.6389 33.189 5 43.0978 712.259 4.98326e+06 0.830881 0
4.6433e+17 54.2611 43.395 19 35.3118 713.875 994007 0.437317 0
2.8756e+17 48.209 269.548 18 77.0337 685.745 622424 0.248692 0
3.03427e+17 52.7793 308.873 19 82.2242 666.908 678564 0.443547 0
2.58027e+17 47.4354 2.9742 15 63.1646 716.64 494780 0.39756 0
4.0476e+17 48.4633 212.937 18 88.138 755.488 1.46379e+06 0.537923 0
4.01907e+17 46.0484 216.517 22 87.8871 657.738 1.32317e+06 0.701682 0
3.2628e+17 43.0373 214.406 5 84.0867 726.065 1.29166e+06 0.329318 0
5.34164e+17 49.2372 62.595 5 19.7792 720.704 457151 0.597835 0
1.11219e+17 28.242 265.525 7 82.9789 656.882 108022 0.111688 0
3.48051e+17 43.1678 300.55 5 88.0097 726.683 825350 0.501858 0
7.64436e+17 49.0563 178.888 7 68.0817 740.821 4.96585e+06 0.918025 0
3.13074e+17 39.9568 276.993 5 86.7619 670.998 762425 0.397489 0
1.24876e+18 46.738 20.71 7 50.9098 706.936 9.30448e+06 1.36164 0
2.08111e+17 44.0466 214.254 17 85.5606 655.277 297428 0.262283 0
2.61145e+17 41.8274 224.042 6 87.9634 690.994 478734 0.379672 0
5.39743e+17 48.2212 253.501 6 78.8574 685.308 3.34871e+06 0.549822 0
5.9693e+17 47.2761 42.297 5 35.2859 691.428 1.26521e+06 0.818674 0
6.17397e+17 51.804 321.368 7 88.9979 692.846 4.28537e+06 0.690366 0
4.53545e+17 38.4597 231.582 5 86.5534 696.715 1.73932e+06 0.527085 0
2.8967e+17 45.7496 292.05 22 82.6653 634.08 677903 0.442942 0
1.02218e+18 46.7997 230.744 6 86.6293 775.633 9.42346e+06 1.14316 0
1.63494e+17 34.1407 236.538 8 85.0289 721.309 205580 0.153863 0
1.87252e+18 42.692 310.92 10 88.1291 657.645 3.35906e+07 2.35698 0
3.82425e+17 50.0277 332.231 5 84.1447 687.378 1.50068e+06 0.469599 0
2.42945e+17 50.2136 269.431 13 76.3339 781.601 556636 0.278756 0
3.73108e+17 52.7659 249.074 18 75.4618 756.597 1.37678e+06 0.396929 0
1.90889e+18 37.736 176.815 5 61.9911 711.053 4.35377e+07 1.54729 0
4.56159e+17 40.1459 318.154 6 83.5212 736.788 1.62847e+06 0.686698 0
3.50773e+17 46.4501 214.012 9 86.1272 641.818 1.31452e+06 0.520001 0
3.68785e+17 48.1443 267.705 11 77.5687 726.409 1.27984e+06 0.524686 0
2.56064e+17 53.1351 293.2 24 76.7609 671.87 708907 0.522756 0
4.41087e+17 42.5447 152.258 6 48.589 676.557 1.20147e+06 0.599778 0
3.09228e+17 48.4926 24.575 14 47.9013 711.082 539188 0.494053 0
8.79748e+17 45.5114 29.154 6 44.6526 780.22 2.96246e+06 1.02233 0
1.04129e+18 45.2519 262.279 5 80.719 732.012 9.54279e+06 0.598395 0
1.85016e+17 41.3805 292.18 8 87.3346 665.599 284085 0.386254 0
5.44565e+17 48.4712 251.857 8 78.1231 666.939 3.48325e+06 0.680852 0
4.26759e+17 49.465 179.083 19 68.6378 724.551 2.03125e+06 0.395989 0
3.133e+18 20.561 181.025 8 57.2299 736.092 5.66535e+07 2.87092 0
3.59061e+17 52.0169 177.596 23 69.4608 676.549 1.55229e+06 0.501877 0
2.87958e+17 47.9752 310.139 9 86.3563 702.851 731685 0.305932 0
1.29689e+18 52.1089 58.268 5 23.222 721.346 3.11352e+06 1.52535 0
4.84529e+17 42.4061 288.22 7 85.6003 656.414 2.44127e+06 0.411973 0
7.13989e+17 50.7392 199.928 5 82.78 676.393 8.33231e+06 0.842492 0
7.68598e+17 43.4035 301.544 8 87.847 706.653 5.75487e+06 0.86662 0
4.87642e+17 28.1731 346.543 5 63.5116 716.026 1.52025e+06 0.593925 0
4.86725e+17 54.5172 38.787 17 38.9529 696.126 1.30945e+06 0.700366 0
2.33887e+17 45.3879 231.598 18 86.5111 690.994 552973 0.0422091 0
1.99765e+17 41.2338 216.496 7 84.1565 683.376 320681 0.21224 0
1.32885e+17 27.8567 249.274 10 81.1705 756.053 100395 0.217706 0
3.83685e+17 47.1371 229.747 22 85.8611 691.662 1.22097e+06 0.547127 0
4.56269e+17 44.4387 182.095 5 68.3374 656.719 1.57107e+06 0.509407 0
3.12467e+17 46.653 193.735 10 75.9465 685.72 941531 0.444254 0
1.27213e+18 43.4223 34.644 6 40.5124 730.838 6.72308e+06 1.27227 0
3.4257e+17 42.494 271.344 5 83.5452 762.014 940950 0.44415 0
2.71226e+17 48.5376 269.835 6 77.1465 667.338 760097 0.355544 0
1.44435e+18 35.6111 292.23 6 87.1368 691.319 2.57635e+07 1.64168 0
2.35289e+17 40.7598 235.878 7 89.4671 700.136 409614 0.262898 0
5.2594e+17 44.2407 216.433 7 86.0906 676.416 2.74644e+06 0.617803 0
3.19207e+17 18.8426 273.15 7 72.9478 647.588 611856 0.413576 0
2.3956e+17 22.9288 137.041 7 42.2997 686.485 199347 0.103761 0
1.04447e+18 42.3209 261.242 9 84.157 695.963 1.38214e+07 1.24307 0
8.57221e+17 43.6512 258.877 6 82.8289 670.441 8.50255e+06 0.884307 0
6.00337e+17 39.879 261.415 5 86.2064 731.994 2.84102e+06 0.463485 0
1.42123e+18 40.5703 170.577 6 58.6627 656.469 1.22498e+07 1.63101 0
3.59559e+17 51.9549 250.247 25 75.2346 697.264 928140 0.567077 0
5.41244e+17 52.3159 307.548 9 82.466 725.022 2.61127e+06 0.863646 0
4.9355e+17 48.9813 192.205 6 76.4939 695.228 2.21141e+06 0.644457 0
7.04805e+17 42.3281 262.496 5 83.7893 675.585 5.33845e+06 0.885441 0
9.72496e+17 43.0209 228.994 6 89.8567 703.691 6.73213e+06 1.47307 0
6.70769e+17 50.8224 232.878 9 81.9237 721.628 4.23278e+06 0.806628 0
1.46402e+18 46.4306 264.494 9 79.8953 641.675 2.47094e+07 1.40511 0
4.95834e+17 45.0625 202.919 6 79.9028 706.973 2.47599e+06 0.71846 0
4.99493e+17 52.3289 320.111 7 87.9761 680.454 2.78146e+06 0.736841 0
9.69186e+17 31.2206 203.918 6 72.1432 656.873 8.93431e+06 0.967947 0
3.31379e+17 52.9139 264.538 8 72.8124 735.915 1.01716e+06 0.317111 0
8.0349e+17 37.043 249.924 5 89.5452 767.099 5.0959e+06 1.0661 0
1.32951e+17 41.0786 252.508 13 85.9159 622.612 187614 0.176615 0
7.93654e+17 37.142 314.112 5 82.3172 725.993 4.1105e+06 0.970314 0
8.01968e+17 46.6841 311.096 6 88.0854 685.752 6.4628e+06 0.81338 0
3.26622e+17 46.2624 186.605 21 72.074 681.167 1.01352e+06 0.334901 0
4.23347e+17 46.5707 7.0751 5 60.0409 705.386 1.21019e+06 0.708195 0
6.76322e+17 49.8307 346.218 6 75.1286 706.543 4.43028e+06 0.785731 0
4.58363e+17 48.5393 303.027 6 84.0201 731.95 2.35398e+06 0.537152 0
1.69083e+17 26.821 245.208 9 80.0279 667.501 195207 0.391424 0
1.46288e+18 49.1718 196.357 8 78.8374 940.724 1.94227e+07 1.11091 0
9.12837e+17 35.7945 135.88 11 37.771 711.975 4.01548e+06 1.04215 0
1.97341e+18 53.7807 196.689 5 82.1771 845.972 4.10675e+07 2.20003 0
1.89765e+18 41.5304 191.341 7 71.6429 750.998 2.07541e+07 1.49614 0
4.73205e+17 43.8574 164.626 5 56.0792 671.649 1.53069e+06 0.530161 0
2.11587e+18 37.5354 358.813 5 61.6372 731.26 8.22413e+07 1.87779 0
8.08414e+17 25.0817 113.052 5 32.8626 717.565 1.76686e+06 0.72297 0
2.83716e+17 41.4693 181.072 8 66.442 646.976 669124 0.320726 0
1.43597e+18 40.8056 137.208 5 37.916 700.566 8.3314e+06 1.72298 0
2.21666e+17 46.2794 206.063 16 83.3136 721.677 476411 0.140782 0
6.8348e+17 47.6898 205.907 10 83.2103 697.564 5.03292e+06 0.689393 0
3.70471e+17 51.3418 190.347 28 77.1697 776.438 1.45467e+06 0.394938 0
5.83803e+17 46.7554 192.814 9 75.3447 685.675 3.00215e+06 0.560619 0
6.75373e+17 53.4371 220.169 5 85.12 697.15 5.29343e+06 0.660701 0
1.65974e+18 53.8149 209.093 10 89.1543 683.124 2.92445e+07 2.02889 0
7.05661e+17 47.5218 31.5 6 43.3902 761.695 2.05159e+06 9.14962e-06 0
1.69206e+17 46.0774 252.922 20 80.4893 742.076 200630 0.198706 0
2.8821e+17 43.7757 262.43 5 82.7533 671.371 771652 0.393417 0
3.06149e+17 48.7358 273.74 6 77.7601 648.701 931329 0.394732 0
3.03576e+17 52.3306 228.248 24 81.6363 681.814 844344 0.501008 0
2.76393e+17 43.2379 259.022 20 82.6497 686.562 745242 0.197846 0
4.65166e+17 52.8107 331.201 8 86.0345 687.442 2.96382e+06 0.600378 0
4.61052e+17 45.6004 6.3209 7 59.5102 671.864 1.62301e+06 0.515565 0
5.75144e+17 54.9153 276.159 13 71.6665 725.835 3.40973e+06 0.530609 0
4.45187e+18 53.6046 330.644 6 86.8025 977.831 2.2719e+08 3.02918 0
4.19804e+17 43.9157 257.611 5 82.7162 736.511 1.76406e+06 0.443051 0
3.99973e+17 48.5102 176.761 30 66.8196 667.958 1.44884e+06 0.442896 0
2.88584e+17 51.4975 310.892 5 84.6795 666.911 1.12839e+06 0.5839 0
3.59671e+17 53.2825 211.421 8 89.956 741.733 1.37152e+06 0.470702 0
