energy zenith azimuth antennas alpha Xmax srad muons target
4.47767e+17 48.7366 6.4474 6 61.1703 629.817 1.48735e+06 0.743977 1
2.35514e+17 44.2999 228.423 14 88.5959 597.555 497264 0.503025 1
2.53728e+18 22.7658 190.932 5 61.7081 646.146 3.91874e+07 3.63688 1
1.56795e+17 44.1875 226.365 16 89.3424 636.28 193356 0.346912 1
3.53334e+17 52.032 264.652 30 73.7395 676.572 951058 0.607052 1
2.84989e+17 48.8663 247.251 9 79.6302 631.622 626993 0.434088 1
9.38942e+17 48.8888 167.344 6 60.634 612.005 7.07807e+06 1.48126 1
2.66804e+17 43.6546 237.748 10 86.7509 591.374 642553 0.586966 1
5.53811e+17 47.5659 254.843 8 79.3799 596.312 2.87378e+06 1.01677 1
2.04809e+17 48.9352 257.844 8 76.8964 593.517 384220 0.318849 1
3.33308e+17 45.7054 323.237 7 85.8632 652.047 808761 0.760893 1
2.02403e+17 30.8366 196.898 6 69.0692 653.39 205959 0.384839 1
8.67633e+17 34.7755 323.879 9 76.8551 645.709 6.26435e+06 1.49396 1
2.30929e+17 20.7613 342.296 7 62.1047 581.775 302589 0.456716 1
2.78774e+17 51.7752 12.385 18 58.4573 611.754 599427 0.656227 1
2.39462e+17 47.6138 255.331 25 78.699 656.876 448396 0.565661 1
5.59441e+17 52.1106 212.477 31 89.512 656.775 2.91791e+06 0.968159 1
2.10267e+17 45.7822 224.637 19 88.5377 615.084 397967 0.316391 1
7.52904e+17 23.8176 187.42 5 61.5318 631.601 3.30463e+06 1.34999 1
2.42901e+17 50.4905 243.234 5 78.5856 612.044 640303 0.408429 1
1.14385e+18 33.6882 38.793 8 38.4227 656.34 5.35437e+06 1.10842 1
5.61463e+17 44.6517 246.508 26 83.1671 661.489 2.44623e+06 0.916686 1
1.01313e+18 53.0982 226.924 9 82.0316 651.083 1.01079e+07 1.44407 1
4.45583e+17 53.5861 283.726 10 74.0496 616.669 1.82232e+06 0.734059 1
2.46454e+17 49.6778 269.313 22 75.8949 602.887 447499 0.449594 1
3.38285e+17 49.8407 257.585 9 77.5817 586.255 895293 0.589303 1
4.69697e+17 48.9678 347.968 8 73.4144 612.114 2.2277e+06 0.844735 1
2.31663e+18 39.27 328.329 5 78.3424 726.136 4.16987e+07 1.17021 1
9.79478e+17 35.5511 245.853 6 88.0597 631.397 7.97334e+06 1.36089 1
7.16284e+17 46.9318 21.613 5 50.0625 606.919 2.92795e+06 0.99434 1
1.63338e+17 22.3792 237.472 9 73.8564 625.674 183488 0.37656 1
6.33009e+17 44.4912 259.18 5 82.0777 618.577 3.44893e+06 1.04771 1
5.56668e+17 46.1732 247.059 10 82.3729 581.687 3.14877e+06 1.08463 1
3.56683e+17 51.123 169.751 25 63.3391 622.18 911499 0.579806 1
4.84309e+17 51.4071 279.348 11 75.6193 626.314 1.95806e+06 0.891368 1
3.8679e+17 46.6694 299.557 7 84.5923 603.689 1.31726e+06 0.792023 1
2.10046e+17 48.4581 215.684 18 89.4343 687.483 322192 0.462922 1
4.78388e+17 51.3567 252.228 9 75.7578 644.57 2.26406e+06 0.889891 1
2.66979e+17 52.2122 310.767 26 83.1751 618.021 550453 0.605798 1
4.98048e+17 53.1535 222.81 5 84.1877 610.98 2.56092e+06 0.792887 1
2.4903e+17 45.3668 163.725 19 56.4476 628.594 334264 0.450042 1
5.28902e+17 50.995 161.658 9 56.8983 601.051 1.9607e+06 1.11676 1
1.6315e+18 29.7571 345.668 6 64.7416 627.197 2.13543e+07 2.56567 1
9.45428e+17 52.9719 349.006 14 76.1729 630.554 1.00542e+07 1.20564 1
6.90336e+17 52.2375 293.515 29 77.0674 701.598 3.39759e+06 1.05222 1
2.11206e+17 40.0385 291.464 12 87.6578 613.256 315591 0.554998 1
1.98074e+17 48.2184 230.395 22 84.4164 623.865 274340 0.520069 1
2.93161e+17 44.4126 303.417 8 87.323 581.564 721570 0.602798 1
3.0116e+17 51.0037 212.228 7 89.0646 621.107 808660 0.500426 1
8.65145e+17 51.6389 33.189 6 43.0959 647.765 4.23201e+06 1.32463 1
4.6433e+17 54.2611 43.395 17 35.4888 648.497 842095 0.922139 1
2.8756e+17 48.209 269.548 21 77.0701 605.234 537794 0.690774 1
3.03427e+17 52.7793 308.873 18 82.1407 606.744 619551 0.432789 1
2.58027e+17 47.4354 2.9742 15 63.2237 695.774 410318 0.676483 1
4.0476e+17 48.4633 212.937 21 87.8618 627.092 1.42791e+06 0.7438 1
4.01907e+17 46.0484 216.517 24 87.9203 636.707 1.15945e+06 0.860086 1
3.2628e+17 43.0373 214.406 7 84.2625 621.994 1.00715e+06 0.713849 1
5.34164e+17 49.2372 62.595 6 19.7107 596.941 393919 0.996255 1
1.11219e+17 28.242 265.525 8 82.9677 637.578 80780.4 0.335747 1
3.48051e+17 43.1678 300.55 5 87.9866 606.098 928116 0.674591 1
7.64436e+17 49.0563 178.888 7 68.0776 633.974 4.73565e+06 1.06022 1
3.13074e+17 39.9568 276.993 5 86.7811 592.656 818108 0.683221 1
1.24876e+18 46.738 20.71 8 50.6701 666.051 9.49742e+06 1.66697 1
2.08111e+17 44.0466 214.254 17 85.9104 542.155 330187 0.568668 1
2.61145e+17 41.8274 224.042 8 87.8417 592.086 595698 0.510251 1
5.39743e+17 48.2212 253.501 6 78.8674 642.544 2.56551e+06 1.01851 1
5.9693e+17 47.2761 42.297 5 35.2939 631.164 990592 1.08016 1
6.17397e+17 51.804 321.368 7 89.0462 611.245 3.82163e+06 1.17872 1
4.53545e+17 38.4597 231.582 6 86.5067 616.774 1.53625e+06 0.764008 1
2.8967e+17 45.7496 292.05 23 82.6072 596.024 681794 0.707741 1
1.02218e+18 46.7997 230.744 7 86.6377 666.243 8.54027e+06 1.58257 1
1.63494e+17 34.1407 236.538 9 84.9544 640.557 196286 0.504107 1
1.87252e+18 42.692 310.92 10 88.1355 657.43 2.96507e+07 2.55711 1
3.82425e+17 50.0277 332.231 5 84.0365 606.878 1.40812e+06 0.850606 1
2.42945e+17 50.2136 269.431 14 76.1556 591.291 462982 0.370375 1
3.73108e+17 52.7659 249.074 20 75.5811 606.625 1.30525e+06 0.686288 1
1.90889e+18 37.736 176.815 5 61.9752 667.734 3.58388e+07 1.89966 1
4.56159e+17 40.1459 318.154 7 83.6328 615.586 1.8883e+06 0.905239 1
3.50773e+17 46.4501 214.012 8 86.4519 602.086 1.23644e+06 0.607516 1
3.68785e+17 48.1443 267.705 11 77.5735 602.741 1.00995e+06 0.767522 1
2.56064e+17 53.1351 293.2 22 76.6705 631.198 613945 0.48487 1
4.41087e+17 42.5447 152.258 6 48.2866 636.731 872030 0.777174 1
3.09228e+17 48.4926 24.575 15 47.9217 587.892 528684 0.702402 1
8.79748e+17 45.5114 29.154 7 44.4369 670.98 3.6273e+06 1.39059 1
1.04129e+18 45.2519 262.279 7 79.5498 647.123 8.03749e+06 1.79426 1
1.85016e+17 41.3805 292.18 8 87.0168 625.978 241749 0.385784 1
5.44565e+17 48.4712 251.857 8 78.4663 607.262 2.71494e+06 0.887722 1
4.26759e+17 49.465 179.083 20 68.6633 660.599 1.30447e+06 0.576381 1
3.133e+18 20.561 181.025 8 57.1698 655.679 7.07624e+07 4.26824 1
3.59061e+17 52.0169 177.596 23 69.2578 596.498 1.43318e+06 0.87443 1
2.87958e+17 47.9752 310.139 7 85.9915 681.463 426692 0.61482 1
1.29689e+18 52.1089 58.268 5 23.265 635.791 3.26424e+06 2.12479 1
4.84529e+17 42.4061 288.22 7 85.6219 616.018 1.89383e+06 0.765242 1
7.13989e+17 50.7392 199.928 5 82.8044 635.908 7.53722e+06 1.11819 1
7.68598e+17 43.4035 301.544 8 87.8838 606.677 5.7054e+06 1.43404 1
4.87642e+17 28.1731 346.543 6 63.493 636.394 1.34456e+06 0.929983 1
4.86725e+17 54.5172 38.787 16 39.009 612.53 1.16489e+06 0.778674 1
2.33887e+17 45.3879 231.598 20 86.1555 628.89 441887 1.05106 1
1.99765e+17 41.2338 216.496 9 84.2211 605.919 369751 0.287545 1
1.32885e+17 27.8567 249.274 10 81.3705 636.297 112039 0.32112 1
3.83685e+17 47.1371 229.747 24 85.7385 650.752 1.18617e+06 0.833406 1
4.56269e+17 44.4387 182.095 5 68.338 636.716 1.46173e+06 0.742856 1
3.12467e+17 46.653 193.735 13 75.9641 623.601 874550 0.639047 1
1.27213e+18 43.4223 34.644 6 40.5066 646.544 6.81594e+06 1.71776 1
3.4257e+17 42.494 271.344 7 83.8523 636.413 1.08501e+06 0.60296 1
2.71226e+17 48.5376 269.835 6 77.2302 587.107 655788 0.566278 1
1.44435e+18 35.6111 292.23 8 87.0209 651.422 1.68422e+07 2.19786 1
2.35289e+17 40.7598 235.878 9 89.5856 581.908 467387 0.559118 1
5.2594e+17 44.2407 216.433 7 86.0757 635.84 2.4702e+06 0.983509 1
3.19207e+17 18.8426 273.15 6 73.1608 611.222 686674 0.162566 1
2.3956e+17 22.9288 137.041 8 42.5336 627.91 187399 0.508831 1
1.04447e+18 42.3209 261.242 11 84.0382 616.498 1.10235e+07 1.86197 1
8.57221e+17 43.6512 258.877 7 82.8039 611.315 7.82731e+06 1.34206 1
6.00337e+17 39.879 261.415 6 86.1741 650.081 2.43502e+06 1.07034 1
1.42123e+18 40.5703 170.577 6 58.6061 676.226 9.96453e+06 2.11027 1
3.59559e+17 51.9549 250.247 28 75.2399 596.169 962108 0.660291 1
5.41244e+17 52.3159 307.548 9 82.4538 680.974 2.55554e+06 1.03907 1
4.9355e+17 48.9813 192.205 6 76.5922 611.602 2.03623e+06 0.782585 1
7.04805e+17 42.3281 262.496 5 83.8188 634.67 4.44002e+06 1.1126 1
9.72496e+17 43.0209 228.994 8 89.9004 622.1 9.42623e+06 1.66045 1
6.70769e+17 50.8224 232.878 9 81.9332 636.256 3.88919e+06 1.0369 1
1.46402e+18 46.4306 264.494 9 79.8558 661.379 2.0189e+07 1.70417 1
4.95834e+17 45.0625 202.919 7 80.0062 625.316 2.32367e+06 0.685501 1
4.99493e+17 52.3289 320.111 7 88.0432 598.277 2.40204e+06 0.913621 1
9.69186e+17 31.2206 203.918 6 72.2555 638.177 7.45997e+06 1.69363 1
3.31379e+17 52.9139 264.538 9 72.8367 690.911 822380 0.580846 1
8.0349e+17 37.043 249.924 6 89.6078 642.397 5.45903e+06 1.28772 1
1.32951e+17 41.0786 252.508 10 85.9476 586.115 142702 0.335563 1
7.93654e+17 37.142 314.112 5 82.2856 663.667 3.09476e+06 1.34286 1
8.01968e+17 46.6841 311.096 8 88.164 605.182 6.19398e+06 1.44461 1
3.26622e+17 46.2624 186.605 21 71.8232 681.241 670667 0.674822 1
4.23347e+17 46.5707 7.0751 5 59.9624 584.781 1.4132e+06 0.80592 1
6.76322e+17 49.8307 346.218 6 75.1123 685.928 3.97077e+06 0.824357 1
4.58363e+17 48.5393 303.027 6 84.0602 646.54 1.7985e+06 0.794744 1
1.69083e+17 26.821 245.208 10 79.9964 611.64 252676 0.41783 1
1.46288e+18 49.1718 196.357 14 79.272 636.118 2.23306e+07 1.98674 1
9.12837e+17 35.7945 135.88 11 37.7587 633.105 3.46204e+06 1.52663 1
1.97341e+18 53.7807 196.689 6 82.1344 681.484 4.41552e+07 2.58401 1
1.89765e+18 41.5304 191.341 7 71.6374 686.722 2.29088e+07 3.09243 1
4.73205e+17 43.8574 164.626 5 56.0776 631.365 1.2472e+06 0.915031 1
2.11587e+18 37.5354 358.813 6 61.6305 667.775 1.36036e+08 2.90373 1
8.08414e+17 25.0817 113.052 7 33.2017 621.283 1.94017e+06 0.578597 1
2.83716e+17 41.4693 181.072 8 66.4214 589.919 533742 0.430758 1
1.43597e+18 40.8056 137.208 5 37.9072 659.158 7.39332e+06 2.26806 1
2.21666e+17 46.2794 206.063 15 83.0032 660.662 393774 0.453748 1
6.8348e+17 47.6898 205.907 10 83.2039 656.376 4.42192e+06 1.25295 1
3.70471e+17 51.3418 190.347 29 77.1321 646.01 1.17249e+06 0.719296 1
5.83803e+17 46.7554 192.814 11 75.1535 606.707 2.9359e+06 0.83422 1
6.75373e+17 53.4371 220.169 5 85.124 635.915 4.90605e+06 0.994873 1
1.65974e+18 53.8149 209.093 10 89.1065 661.749 2.75393e+07 2.35955 1
7.05661e+17 47.5218 31.5 6 43.4118 614.863 2.35299e+06 0.720411 1
1.69206e+17 46.0774 252.922 20 80.5333 598.086 217484 0.243668 1
2.8821e+17 43.7757 262.43 5 82.7361 611.561 659292 0.63925 1
3.06149e+17 48.7358 273.74 6 77.7771 591.423 740927 0.525796 1
3.03576e+17 52.3306 228.248 26 81.6611 581.53 750955 0.760346 1
2.76393e+17 43.2379 259.022 19 82.6467 666.347 527088 0.669779 1
4.65166e+17 52.8107 331.201 9 85.8932 606.004 2.40254e+06 0.667773 1
4.61052e+17 45.6004 6.3209 8 59.7864 611.836 1.34068e+06 0.785132 1
5.75144e+17 54.9153 276.159 13 71.6856 598.609 3.17916e+06 0.923075 1
4.45187e+18 53.6046 330.644 13 86.7298 680.306 2.01428e+08 5.5307 1
4.19804e+17 43.9157 257.611 5 82.8103 651.9 1.55947e+06 0.719559 1
3.99973e+17 48.5102 176.761 31 66.8428 588.676 1.30931e+06 0.73149 1
2.88584e+17 51.4975 310.892 5 84.6831 587.224 1.08405e+06 0.55166 1
3.59671e+17 53.2825 211.421 10 89.4554 576.191 1.27954e+06 0.593398 1
1.1518e+18 41.9714 229.914 7 89.2178 650.895 1.07135e+07 1.87433 1
1.99022e+17 20.4433 189.438 5 60.869 599.695 218609 0.257363 1
2.82638e+17 40.8116 206.828 16 79.2593 621.059 562761 0.677712 1
2.94511e+17 37.9088 16.429 6 52.5206 671.753 443232 0.461599 1
2.87717e+17 53.6671 256.985 29 72.5109 620.994 577907 0.642006 1
4.27502e+17 53.2432 241.028 22 76.1414 653.431 1.14337e+06 0.705045 1
2.64936e+17 47.5328 14.684 11 55.1899 636.074 383089 0.372099 1
3.04338e+17 42.692 252.481 5 84.7988 600.746 698133 0.753591 1
2.3862e+17 41.7292 189.007 10 70.9523 628.575 471412 0.452744 1
3.26614e+17 23.257 247.535 7 76.7475 631.057 567701 0.519219 1
2.20469e+17 45.104 31.129 5 43.3299 666.454 182855 0.378946 1
3.86787e+17 32.7076 215.29 5 76.7839 647.16 1.28246e+06 0.714586 1
4.12232e+17 52.8454 268.278 6 73.246 667.289 1.39953e+06 0.831349 1
4.54687e+17 35.2717 225.366 5 82.0328 686.478 1.27256e+06 0.857887 1
1.54961e+18 41.0088 303.544 5 89.9529 722.108 1.40957e+07 1.98335 0
7.99267e+17 47.9999 20.302 7 51.1735 681.155 4.28691e+06 1.0121 0
5.76882e+17 52.0915 252.634 8 75.436 676.586 2.95678e+06 0.786053 0
8.18117e+17 49.052 227.238 8 85.5532 786.129 5.56748e+06 1.32224 0
5.26806e+17 48.4671 335.087 8 80.6801 687.084 2.47604e+06 0.753167 0
9.11067e+17 41.4961 3.9628 5 60.4905 707.196 5.57875e+06 1.22287 0
4.16782e+17 52.7037 16.52 5 55.634 754.223 1.31767e+06 0.310382 0
3.79078e+17 44.6878 264.855 5 81.2306 745.265 1.51704e+06 0.334877 0
5.61512e+17 41.3601 191.073 6 71.4096 685.454 3.28942e+06 0.677528 0
1.84816e+18 44.0406 140.795 8 40.3224 736.878 1.29572e+07 1.87301 0
2.16314e+17 44.845 245.315 17 83.0735 662.11 474872 0.173153 0
4.48555e+17 53.229 314.714 6 85.7893 717.141 1.7903e+06 0.444244 0
5.71259e+17 42.2455 231.686 7 89.5017 695.437 2.81794e+06 0.751769 0
3.30428e+17 47.4693 179.224 16 68.4771 675.475 1.03365e+06 0.355801 0
3.71746e+17 48.7448 264.883 8 77.4957 670.068 1.22475e+06 0.29818 0
2.25115e+18 50.026 244.811 8 78.0206 755.469 4.39483e+07 2.09855 0
3.71767e+17 43.5849 218.937 5 87.1436 688.043 1.45729e+06 0.634238 0
4.29525e+17 43.6135 250.692 5 83.1248 667.017 1.90623e+06 0.46422 0
1.89778e+18 7.49434 202.12 5 57.4797 733.211 1.68219e+07 1.80351 0
7.72399e+17 54.471 300.677 27 77.8614 695.942 6.45502e+06 1.01459 0
4.12216e+17 44.7395 284.766 5 82.8269 767.571 2.04045e+06 0.437558 0
3.43545e+17 45.8871 257.666 6 80.3345 717.082 1.02452e+06 0.471374 0
4.74424e+17 50.4982 348.459 5 73.8356 672.88 2.17957e+06 0.494055 0
9.53097e+17 40.3638 251.377 7 86.8926 695.532 7.74078e+06 1.08199 0
4.28817e+17 48.4992 275.516 6 77.8343 666.835 1.82818e+06 0.330199 0
6.57493e+17 41.2316 213.155 6 83.0329 685.385 2.31205e+06 0.602199 0
3.98524e+17 47.4746 278.655 8 78.7173 696.08 1.78064e+06 0.472446 0
2.22747e+17 44.5788 279.801 10 81.3235 641.059 328769 0.214705 0
6.81586e+17 52.2397 289.103 11 76.5056 722.648 4.79146e+06 0.688409 0
1.95663e+17 28.6217 28.513 6 44.802 679.111 185345 0.260639 0
6.22509e+17 47.5 197.195 5 79.4493 761.383 2.9008e+06 0.467653 0
5.48328e+17 49.9186 346.271 5 75.1619 666.825 3.00337e+06 0.696178 0
2.40406e+18 49.5034 215.869 11 89.7737 701.845 5.71447e+07 2.95226 0
2.66883e+17 54.1588 175.142 20 68.7492 830.719 724133 0.216154 0
3.30072e+17 32.1358 318.736 15 77.1851 663.744 955195 0.404372 0
2.55795e+17 50.9883 223.756 17 84.9001 726.168 607839 0.427689 0
4.52297e+17 54.1131 255.49 10 72.8337 666.764 2.13951e+06 0.524768 0
2.93371e+17 46.6748 259.127 5 80.1602 706.278 761354 0.589369 0
5.98119e+17 45.5146 239.36 12 83.8309 711.988 3.72033e+06 0.686112 0
4.40165e+17 51.1609 291.803 5 78.2607 750.865 2.27757e+06 0.526421 0
7.95042e+17 49.3465 279.202 6 76.8234 765.998 5.80596e+06 0.788076 0
2.18481e+17 46.884 210.208 6 85.3297 707.855 459465 0.294814 0
5.30812e+17 52.5274 154.539 21 52.8943 663.462 2.05136e+06 0.656763 0
9.03958e+17 53.5304 253.747 9 73.1709 768.1 7.76012e+06 0.975873 0
1.18134e+18 47.7967 3.0499 6 62.8582 720.982 1.19418e+07 1.45122 0
4.25096e+17 54.2891 254.316 25 72.253 784.786 2.32083e+06 0.243513 0
2.63134e+17 48.2827 190.073 22 75.5281 686.494 663380 0.405468 0
8.92058e+17 53.0282 183.936 6 73.6854 712.495 8.13739e+06 1.1915 0
1.83832e+17 49.7029 334.632 16 82.1446 727.979 279826 0.262395 0
1.84188e+17 32.4586 357.442 7 60.9484 706.578 443571 0.379308 0
1.97495e+17 43.4919 278.249 8 82.2634 647.203 214476 0.484001 0
1.60245e+18 49.2105 292.812 6 80.4976 696.891 2.67349e+07 1.73533 0
3.15281e+17 53.6861 230.572 24 79.517 703.695 1.0691e+06 0.247035 0
6.80537e+17 49.2981 247.122 10 79.0447 677.899 5.26911e+06 0.618573 0
2.84915e+17 45.8519 330.408 14 82.1627 676.455 738038 0.341733 0
4.722e+17 51.7712 172.345 24 65.7104 716.026 1.92967e+06 0.5735 0
5.81314e+17 45.4951 347.15 5 72.3136 732.496 3.29283e+06 0.672115 0
1.24251e+18 50.8837 325.527 8 87.782 678.617 1.74701e+07 1.32312 0
1.77711e+18 41.0846 301.145 7 89.7631 722.849 1.60101e+07 1.0869 0
3.95283e+17 42.891 327.516 6 81.2849 701.891 1.75693e+06 0.367937 0
5.53216e+17 54.359 244.242 16 74.5939 671.482 3.2414e+06 0.435792 0
6.2317e+17 52.605 338.466 6 81.5603 705.718 4.80444e+06 0.765223 0
8.01345e+17 45.9084 9.034 7 58.3467 696.556 4.25336e+06 0.948412 0
1.85164e+17 30.8751 298.984 7 81.9134 636.293 332158 0.291828 0
6.71863e+17 48.7099 177.826 7 67.251 711.545 4.22628e+06 0.919405 0
7.74809e+17 35.5772 296.785 5 86.1911 711.369 5.09195e+06 0.950793 0
7.70308e+17 48.7459 220.152 8 88.3527 691.564 7.07402e+06 0.785445 0
8.86768e+17 52.7154 228.915 9 81.87 730.907 7.10524e+06 1.25367 0
4.41584e+17 42.3126 240.554 13 86.4796 716.188 1.60743e+06 0.420106 0
4.7238e+17 54.1496 257.006 7 72.748 756.175 2.22101e+06 0.443945 0
6.05414e+17 52.4403 134.623 20 37.7684 726.531 1.64802e+06 0.777472 0
6.58606e+17 49.6202 216.993 7 89.4032 771.113 4.2918e+06 0.755975 0
1.96864e+17 44.2247 229.486 11 87.7373 676.385 196427 0.373995 0
5.7902e+17 53.9038 258.212 25 71.8852 686.4 2.71198e+06 0.659665 0
3.26655e+17 48.9456 305.35 7 84.3652 672.951 1.07405e+06 0.411391 0
1.40319e+17 21.2858 241.276 6 74.3472 677.426 132004 0.188355 0
3.50676e+17 46.2183 334.062 5 79.9829 656.959 1.30823e+06 0.367307 0
9.4006e+17 53.5649 240.203 7 76.4368 791.835 8.87255e+06 1.06261 0
7.20001e+17 52.1774 146.858 8 46.7778 677.651 3.13523e+06 0.974099 0
2.21571e+17 50.3943 216.893 20 88.0959 694.498 520871 0.372882 0
7.27868e+17 51.0674 161.529 29 57.5362 796.454 4.98991e+06 0.411775 0
2.4907e+18 36.5741 271.905 5 89.7537 700.025 3.82131e+07 2.96343 0
2.96308e+17 46.1439 347.457 11 72.1147 679.533 786309 0.369939 0
1.10636e+18 32.216 238.156 5 83.075 702.821 1.03607e+07 1.22848 0
1.92542e+17 30.8727 233.508 12 81.538 675.925 278201 0.342613 0
1.15059e+18 44.9248 240.617 11 84.6633 683.867 1.37803e+07 1.00981 0
3.4848e+17 53.4517 264.574 21 72.4937 700.211 1.40405e+06 0.397194 0
3.60076e+17 53.3242 278.433 7 73.1897 741.39 1.40495e+06 0.262171 0
9.04859e+17 42.6897 174.54 6 62.3981 811.058 3.49316e+06 1.03131 0
3.1451e+17 54.5863 245.347 7 74.3528 652.878 960483 0.367249 0
7.59156e+17 53.5875 318.433 11 85.9464 637.958 7.17614e+06 0.802768 0
6.86626e+17 51.2534 278.481 9 74.8114 776.299 4.59478e+06 0.715193 0
3.13949e+17 51.9841 253.132 7 74.8491 676.33 912994 0.624342 0
2.48095e+17 45.0243 245.37 5 83.8239 663.694 583753 0.285464 0
3.688e+17 30.6509 77.103 5 25.2514 712.43 279064 0.417481 0
7.29419e+17 38.0802 288.723 5 89.9719 672.026 5.67027e+06 0.698798 0
6.46131e+17 51.7969 289.52 10 76.9282 716.323 4.84421e+06 0.517097 0
8.83634e+17 41.7198 259.329 8 84.7288 667.446 7.07246e+06 1.18759 0
3.77612e+18 39.8933 78.355 6 15.596 711.425 1.06346e+07 2.70317 0
2.77221e+17 53.653 234.315 30 78.3314 660.97 857336 0.256019 0
4.28582e+17 44.7185 306.787 5 88.7451 681.633 1.56686e+06 0.666386 0
3.43812e+17 45.9131 204.532 8 81.5212 633.644 1.1836e+06 0.664747 0
4.52606e+17 53.2015 339.793 8 81.3465 652.099 2.64948e+06 0.200956 0
2.63743e+17 47.355 314.512 5 89.9599 632.034 729366 0.507918 0
1.86518e+17 39.9128 305.502 9 87.7523 691.363 296756 0.423845 0
2.30902e+17 53.2084 325.402 19 89.6795 696.206 586254 0.620694 0
4.61344e+17 40.7504 38.919 9 37.9284 680.324 633293 0.719015 0
4.6851e+17 46.6812 324.248 7 84.6937 706.475 1.25718e+06 0.675573 0
6.08335e+17 52.826 185.271 7 74.5794 732.009 3.43015e+06 0.574496 0
3.5542e+17 44.3906 359.498 5 64.1852 720.312 1.40828e+06 0.399718 0
4.6906e+17 48.1158 145.19 8 44.535 771.614 984991 0.70534 0
3.17883e+17 51.1407 277.048 5 74.7617 706.274 1.01597e+06 0.53591 0
2.17648e+17 50.3889 250.235 22 76.8418 761.358 369382 0.423199 0
5.11695e+17 52.7122 321.757 5 88.911 730.925 2.76424e+06 0.619067 0
2.94274e+17 45.7247 298.711 5 85.1492 671.984 910949 0.480847 0
2.57993e+17 42.1069 272.557 6 84.3891 672.057 542581 0.309662 0
8.24384e+17 46.5425 223.392 10 89.152 747.821 5.6698e+06 1.16729 0
5.17774e+17 47.8362 357.499 6 66.6571 700.595 2.41932e+06 0.568983 0
5.701e+17 53.5676 217.901 10 85.9643 746.173 3.70605e+06 0.628894 0
1.68739e+18 49.033 35.507 6 39.9928 717.043 1.37131e+07 1.89255 0
2.8816e+17 52.0113 212.889 27 89.0543 721.071 621157 0.536915 0
9.45255e+17 49.0955 355.084 8 69.4008 741.229 9.57177e+06 0.554733 0
7.59021e+17 50.6696 252.789 6 76.6695 719.147 5.60011e+06 0.971419 0
2.757e+18 35.2048 324.917 6 77.1201 730.511 4.06863e+07 0.323825 0
4.42878e+17 41.1449 283.393 5 85.7282 681.727 1.85426e+06 0.581592 0
1.80482e+18 49.5867 311.857 15 86.5858 726.273 3.11419e+07 2.0713 0
9.87504e+17 45.5938 47.633 6 31.2127 756.36 2.69698e+06 1.05812 0
2.49649e+17 33.3488 257.338 7 87.88 736.141 539231 0.211817 0
6.67859e+17 42.4807 308.759 5 88.8046 676.383 3.96596e+06 0.922966 0
1.07513e+18 48.8293 211.418 8 87.7872 692.062 1.32988e+07 0.88949 0
4.84804e+17 46.6087 359.562 5 64.8316 726.99 1.73281e+06 0.847032 0
7.84509e+17 46.8205 270.298 9 79.3175 730.278 7.09388e+06 0.540362 0
2.53866e+17 44.6537 250.213 20 82.4689 681.903 571383 0.530016 0
3.10417e+17 53.4104 347.232 30 76.7817 636.505 983536 0.430076 0
1.5962e+18 34.3106 239.194 6 85.1331 741.975 1.75161e+07 1.86477 0
8.28654e+17 38.6976 274.384 7 87.1253 677.704 4.85014e+06 1.3948 0
8.57566e+17 49.4842 315.273 8 87.9678 816.678 6.33994e+06 1.02543 0
2.83298e+17 42.3917 265.29 18 83.1871 617.173 758365 0.0741477 0
4.49734e+17 38.1303 201.615 5 74.8492 652.412 1.85415e+06 0.528153 0
5.95918e+17 44.8927 208.42 5 82.8593 771.346 2.36474e+06 0.5247 0
2.99081e+17 54.8953 278.611 27 71.2553 796.309 508880 0.530227 0
4.9971e+17 49.6135 212.569 9 88.0345 771.157 2.82889e+06 0.749058 0
3.41366e+17 54.2444 298.571 29 76.7327 760.789 912123 0.3317 0
5.08413e+17 54.6742 192.664 37 80.7687 721.348 2.48398e+06 0.762158 0
6.91807e+17 51.4442 230.356 8 81.8498 731.235 5.74965e+06 0.584434 0
2.66967e+17 49.3502 246.878 6 78.9631 678.017 770795 0.302497 0
2.54771e+17 47.6387 228.37 22 85.7532 657.24 568941 0.499935 0
3.69175e+17 48.5033 305.912 6 84.5803 687.449 1.39564e+06 0.597015 0
5.18379e+17 52.4091 187.033 10 76.4223 682.06 2.96386e+06 0.703455 0
3.8087e+17 51.9943 320.675 9 88.8398 676.077 1.64671e+06 0.258855 0
1.45908e+18 43.5816 286.665 10 83.79 710.43 1.93251e+07 1.57508 0
5.23345e+17 47.4234 271.298 5 78.1494 716.644 1.67986e+06 0.622937 0
7.14157e+17 51.5453 284.837 6 75.2052 711.731 4.99627e+06 0.852 0
5.69316e+17 37.714 295.426 6 88.7522 688.521 1.78234e+06 0.949212 0
3.43674e+17 50.7612 210.694 8 88.4059 700.484 1.1339e+06 0.451089 0
1.6571e+18 51.8033 182.94 14 73.4599 740.315 2.63706e+07 1.37954 0
8.76209e+17 53.1173 6.5393 9 63.0889 761.211 6.47172e+06 0.986076 0
8.39081e+17 50.5151 296.391 5 80.268 761.74 7.87198e+06 0.631043 0
7.05299e+17 41.2245 307.539 6 87.8082 683.412 3.40073e+06 0.555353 0
2.55061e+17 30.4651 151.304 5 47.0902 671.905 315285 0.272091 0
7.52141e+17 34.8809 298.387 5 84.904 726.238 9.06272e+06 1.02055 0
